1,bottlenecks/Clothes/Tops/graphictshirts304.jpg.txt,0.11756400000000002,0.00304101,0.535724,0.00704744,0.14285499999999998,0.0181636,0.0674087,0.00939479,0.0110096,0.00134681,0.000626358,0.0051218999999999995,0.000988248,0.07950839999999999,0.000181746,1.85584e-05,0.4816,0.00440745,0.0458089,0.00112366,0.150241,0.019262,0.0134555,0.00255872,0.00160879,0.000517366,0.000797297,0.0131941,0.00596604,0.00204444,0.000987427,0.00286123,0.25356599999999996,0.971983,2.4971100000000002e-05,0.022691299999999998,2.55792e-06,8.75607e-06,0.00528968,0.0184407,0.25493299999999997,0.9310350000000001,0.00336026,0.11819500000000001,0.203799,0.0117876,0.00797843,0.776435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00262987,0.0006977180000000001,0.0298803,0.00140809,0.00416117,0.12168,0.006476000000000001,0.000140526,0.00047626099999999996,0.00527513,0.9942489999999999,Clothes/Tops/graphictshirts304.jpg
2,bottlenecks/Clothes/Tops/solidtshirts294.jpg.txt,0.0052308,0.00230705,0.01826,0.0103358,0.39454,0.0326329,0.0280759,0.0107451,0.0146476,0.0110031,0.00995414,0.331515,0.0507395,0.0733407,0.0045523000000000004,0.00212026,0.0562865,0.0119716,0.245531,0.00410351,0.0631992,0.016825599999999996,0.015266299999999998,0.00370645,0.015197899999999999,0.00730608,0.008689299999999999,0.0468001,0.00557669,0.00973148,0.0141725,0.0421025,0.43353400000000003,0.991977,0.00574624,4.6702399999999995e-05,7.57809e-07,6.44952e-05,0.00216459,0.06616699999999999,0.181864,0.919955,0.003964199999999999,0.14239000000000002,0.0165975,0.052565,0.0619754,0.8688620000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027559999999999998,0.00184196,0.07583730000000001,0.00458714,0.00276453,0.00663306,0.00549182,0.0016805,0.00127111,0.00497473,0.9937540000000001,Clothes/Tops/solidtshirts294.jpg
3,bottlenecks/Clothes/Tops/shortsleeveshirts222.jpg.txt,0.000515695,2.29742e-05,0.000107729,1.14245e-05,0.00378964,0.938269,0.0139662,0.021424799999999997,0.00030446900000000003,0.00028518900000000004,0.00035392800000000004,0.000345065,4.1658999999999995e-05,0.0204865,2.72489e-05,4.87324e-05,0.00304764,0.00014243,0.000616565,2.74086e-05,0.00041089,0.00105532,0.000274693,0.000105826,1.64844e-05,1.9086e-05,2.36285e-05,0.000320015,2.7717700000000003e-06,0.000261079,4.62954e-05,2.94817e-05,0.9936,0.00300666,0.00016571200000000002,0.767811,0.177427,1.59971e-05,0.0515738,0.027589799999999998,0.0802078,0.013574200000000002,0.497891,0.031133099999999997,0.019577900000000002,0.00121936,0.0101506,0.969052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00103573,0.00045865,0.0187706,0.00919825,0.00420321,0.05699069999999999,0.0321912,0.00358406,0.0345759,0.000253711,0.9651700000000001,Clothes/Tops/shortsleeveshirts222.jpg
4,bottlenecks/Clothes/Tops/solidtshirts144.jpg.txt,0.0054367,0.00252041,0.0079627,0.000767452,0.44099399999999994,0.306012,0.0681918,0.101358,0.012504399999999999,0.00370902,0.0009650860000000001,0.000721783,0.0004989069999999999,0.048031800000000006,0.000161591,0.000163729,0.0397166,0.00129129,0.025829400000000002,0.0006030909999999999,0.0313193,0.00540761,0.00312695,0.00162972,0.00144725,0.000250968,0.00154559,0.0051276,0.00102136,0.010886,0.00105673,0.00426607,0.865474,0.9878959999999999,0.000506566,0.00026262,1.15e-07,0.000921013,0.0104137,0.018074700000000003,0.22071,0.775011,0.0181536,0.642304,0.030380200000000003,0.09174360000000001,0.07169,0.806186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00215543,0.00147846,0.012095700000000001,0.00599621,0.00189546,0.00328583,0.00079642,0.000621963,0.0108651,0.0127417,0.9763930000000001,Clothes/Tops/solidtshirts144.jpg
5,bottlenecks/Clothes/Tops/stripedtshirts5.jpg.txt,0.00591801,0.0007104160000000001,0.00149493,0.000116267,0.9862040000000001,0.00190322,0.00101085,0.000979125,0.00135817,1.99668e-06,3.1807799999999996e-06,6.71649e-07,1.19739e-06,0.000290775,6.906080000000001e-06,1.11158e-07,0.024485200000000002,0.00151264,0.767692,0.00236751,0.124001,0.00890935,0.000835243,0.00160822,0.00028481599999999996,0.00219754,7.08161e-05,0.00260978,0.000143441,0.000535083,0.00127276,0.00181509,0.059659199999999996,0.896905,0.07678360000000001,0.00250769,7.16677e-05,0.000580918,0.023150900000000002,0.012826400000000002,0.192471,0.740735,0.00210612,0.0505832,0.0176623,0.0220054,0.0476792,0.912653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00123782,0.000719282,0.818731,0.00833056,0.00084128,0.00187613,0.00113317,0.00030109900000000004,0.0792392,0.035868800000000006,0.884892,Clothes/Tops/stripedtshirts5.jpg
6,bottlenecks/Clothes/Tops/graphictshirts1287.jpg.txt,0.027550099999999998,0.00110865,0.46560100000000004,0.00401203,0.35536100000000004,0.013857900000000001,0.0454089,0.012148299999999999,0.0020231999999999997,0.00593872,0.00040011,0.00409149,0.00416945,0.0540026,0.00426299,6.31207e-05,0.574883,0.00926946,0.17616400000000002,0.00820408,0.11308900000000001,0.0151285,0.0249429,0.00505927,0.00695404,0.000817696,0.00370911,0.0290901,0.0019463000000000002,0.00267123,0.008354,0.00614697,0.0135701,0.999122,0.000519923,1.91502e-05,7.02742e-07,1.49302e-05,0.000322851,0.9441459999999999,0.464383,0.9894860000000001,0.00047720300000000005,0.0211405,0.22491799999999998,0.014342700000000002,0.00513211,0.7556069999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008070369999999999,0.00027767,0.00673237,0.00227528,0.000580263,0.00244668,0.0116412,0.00011122700000000001,0.00180855,0.000696615,0.997495,Clothes/Tops/graphictshirts1287.jpg
7,bottlenecks/Clothes/Tops/graphictshirts802.jpg.txt,0.0524192,0.00767589,0.45405200000000007,0.0057393999999999995,0.199897,0.0390902,0.00422105,0.06169349999999999,0.00125907,0.00387146,0.000485888,0.005189899999999999,0.000146971,0.163794,0.00046410099999999997,3.2984099999999997e-07,0.0503611,0.00365348,0.224313,0.0024174,0.42291899999999993,0.00138423,0.000152466,0.00073273,0.000672683,0.00107333,5.66104e-05,0.034275400000000004,0.00588204,0.00182842,0.0165092,0.022447099999999998,0.21132199999999998,0.996785,0.000466029,0.000973215,3.02171e-05,2.52141e-05,0.00172021,0.0148936,0.604086,0.962198,0.018302099999999998,0.0119224,0.273572,0.0510313,0.011463899999999999,0.663933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00120475,0.000780413,0.0308212,0.0063328,0.00385391,0.32579400000000003,0.00603537,0.000452121,0.00198505,0.010166799999999998,0.987848,Clothes/Tops/graphictshirts802.jpg
10,bottlenecks/Clothes/Tops/printedshirts231.jpg.txt,0.00281804,0.00042568300000000005,0.00309697,2.4042599999999997e-06,0.00904112,0.933991,0.016828700000000002,0.00103608,0.011087200000000002,0.000780592,0.00787246,0.010492,0.00018303200000000002,0.00232383,1.1351300000000001e-05,9.17312e-06,0.06722719999999999,0.00198975,0.00789499,2.8570300000000003e-05,0.00739745,0.011774799999999998,0.00243641,7.06631e-05,0.000804653,0.00351654,8.67177e-05,0.000571447,1.5333299999999998e-05,0.00119622,0.00021605099999999998,0.00044228800000000005,0.894331,0.000197989,0.00935303,0.000903983,0.9892920000000001,6.538420000000001e-07,0.000252186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0722507,0.681503,0.000403994,0.20484699999999997,0.00478811,0.582971,0.417029,0.000925775,0.0008654860000000001,0.391988,0.7870189999999999,0.126381,0.00291291,0.00380854,0.033614599999999994,7.654350000000001e-05,0.00176555,0.998158,Clothes/Tops/printedshirts231.jpg
11,bottlenecks/Clothes/Tops/singlets57.jpg.txt,0.00476441,0.000649116,0.000312924,0.000140132,0.9320510000000001,0.057004,0.000356501,0.000724818,2.84558e-05,0.000155353,0.000230695,0.00128243,2.71286e-05,0.00186313,0.000382721,2.7145e-05,0.05154169999999999,0.000389433,0.12360499999999999,0.00119217,0.22989899999999996,0.022010400000000003,0.0273534,0.00328144,0.0138151,0.00661294,0.00218839,0.011260299999999999,0.000116313,0.034834699999999996,0.00737094,0.000901529,0.463628,0.00515644,0.00131964,2.087e-06,3.01348e-07,0.993044,0.00047770099999999997,0.0166323,0.0979814,0.935372,0.001351,0.0214315,0.419037,0.07494889999999998,0.00907344,0.49693999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042112599999999997,0.00378289,0.260256,0.0158282,0.0015576,0.00836958,0.0136744,0.00166362,0.0008182080000000001,0.0275971,0.971585,Clothes/Tops/singlets57.jpg
12,bottlenecks/Clothes/Tops/printedshirts23.jpg.txt,0.0176598,0.532297,0.00123039,0.000729753,0.285558,0.05967130000000001,0.00580148,0.05854550000000001,0.013422499999999999,0.00837598,0.00150599,0.004522399999999999,0.000714729,0.00491054,0.00499853,5.69249e-05,0.00208409,1.25015e-05,0.00210931,5.86978e-05,0.00034290300000000003,0.00139878,0.000541138,0.000164482,3.41553e-05,0.000337344,5.7068400000000004e-05,0.0040403,0.00013671200000000002,0.00021769900000000002,8.00241e-05,0.000205432,0.9881790000000001,0.00554382,0.0708971,0.010957600000000001,0.911582,0.00011230700000000001,0.0009070430000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0908283,0.00732838,0.00226263,0.12528499999999998,0.318902,0.959759,0.0402415,0.000508242,0.000214584,0.0006085180000000001,0.00876724,0.00211869,0.00200121,0.00278832,0.00219987,0.00889194,0.00173926,0.989369,Clothes/Tops/printedshirts23.jpg
